plot,plot_main,PD,block,rate_pl,strip,stage,diameter_mm,height_cm
303L,303.00,L,3,0,3,69,3.22,115.57
303L,303.00,L,3,0,3,69,0.52,53.34
303L,303.00,L,3,0,3,69,1.49,49.53
303L,303.00,L,3,0,3,69,2.1,93.98
303L,303.00,L,3,0,3,69,2.18,91.44
303L,303.00,L,3,0,3,69,2.2,99.06
303L,303.00,L,3,0,3,69,1.55,76.20
303L,303.00,L,3,0,3,69,1.74,77.47
303L,303.00,L,3,0,3,69,1.54,85.09
303L,303.00,L,3,0,3,67,3.11,111.76
303L,303.00,L,3,0,3,69,1.22,78.74
303L,303.00,L,3,0,3,69,1.04,48.26
303L,303.00,L,3,0,3,67,2.11,111.76
303L,303.00,L,3,0,3,69,1.86,96.52
303L,303.00,L,3,0,3,69,0.4,33.02
303L,303.00,L,3,0,3,69,0.47,25.40
303L,303.00,L,3,0,3,69,0.51,34.29
303L,303.00,L,3,0,3,69,1.01,48.26
303L,303.00,L,3,0,3,69,1.76,86.36
303L,303.00,L,3,0,3,69,2.16,96.52
303L,303.00,L,3,0,3,69,0.62,40.64
303L,303.00,L,3,0,3,69,1.97,80.01
303L,303.00,L,3,0,3,69,0.96,60.96
303L,303.00,L,3,0,3,69,0.93,48.26
303L,303.00,L,3,0,3,69,1.6,68.58
303L,303.00,L,3,0,3,69,0.92,57.15
303L,303.00,L,3,0,3,69,1.98,78.74
303L,303.00,L,3,0,3,67,0.98,66.04
303L,303.00,L,3,0,3,69,0.75,45.72
303L,303.00,L,3,0,3,69,0.76,43.18
303L,303.00,L,3,0,3,69,0.8,40.64
303L,303.00,L,3,0,3,69,0.81,55.88
303L,303.00,L,3,0,3,NA,0.29,17.78
303L,303.00,L,3,0,3,NA,0.86,12.70
